"post_title","post_name","ID","post_excerpt","post_content","post_status","menu_order","post_date","post_parent","post_author","comment_status","sku","downloadable","virtual","visibility","stock","stock_status","backorders","manage_stock","regular_price","sale_price","weight","length","width","height","tax_status","tax_class","upsell_ids","crosssell_ids","featured","sale_price_dates_from","sale_price_dates_to","download_limit","download_expiry","product_url","button_text","meta:_yoast_wpseo_focuskw","meta:_yoast_wpseo_title","meta:_yoast_wpseo_metadesc","meta:_yoast_wpseo_metakeywords","images","downloadable_files","tax:hg_product_brand","tax:product_type","tax:product_visibility","tax:product_cat","tax:product_tag","tax:product_shipping_class","meta:rs_page_bg_color","meta:slide_template","meta:total_sales","attribute:pa_cabeza-de-mazo","attribute_data:pa_cabeza-de-mazo","attribute_default:pa_cabeza-de-mazo","attribute:pa_color","attribute_data:pa_color","attribute_default:pa_color","attribute:pa_dimensiones-de-la-cabeza","attribute_data:pa_dimensiones-de-la-cabeza","attribute_default:pa_dimensiones-de-la-cabeza","attribute:pa_dimensiones-del-mango","attribute_data:pa_dimensiones-del-mango","attribute_default:pa_dimensiones-del-mango","attribute:pa_mango","attribute_data:pa_mango","attribute_default:pa_mango","attribute:pa_talla","attribute_data:pa_talla","attribute_default:pa_talla"
"Petaca de Piel Ofelia T","petaca-de-piel-ofelia-t","692","","","draft","27","2020-12-02 10:40:03","0","1","closed","OTCC055","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/leather-flask-light-brown.jpg","","Ofelia T","variable","","Accesorios","piel","","","","1","","","","Black|Dark Brown|Light Brown","0|1|1","black","","","","","","","","","","","",""
"Bolas de croquet Sunshiny CQ16","bolas-de-croquet-sunshiny-cq16","727","","La bola de croquet más popular, <strong>de alta gama</strong>, <strong>homologadas por la Federación Mundial de Croquet</strong> para jugar a nivel de club.
El modelo Sunshiny CQ-16 ha sido aprobado por la Federación Mundial de Croquet y, por extensión, por todas las asociaciones miembro durante casi 20 años. Diseñada para cumplir y superar los exigentes requisitos de los torneos y aceptada por los jugadores de croquet de todo el mundo, esta bola se ha forjado un buen nombre. Las especificaciones requeridas para esta prueba incluyen peso de 16 oz, diámetro de 3-5 / 8 ″, índice de rebote específico y superficie de doble fresado.

<strong>OPCIONES</strong>
<ul>
 	<li>Primeros colores (azul, rojo, negro y amarillo)</li>
 	<li>Segundos colores (verde, rosa, marrón y blanco)</li>
</ul>","publish","1","2020-12-09 11:41:37","0","1","open","CQ16","no","no","","","instock","no","no","","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/pelotas-croquet-sunshiny-cq16-1st-color-solid.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/pelotas-croquet-sunshiny-cq16-2st-color-solid.jpg","","","variable","","Croquet > Bolas","","","","","4","","","","Colores primarios|Colores secundarios","0|1|1","","","","","","","","","","","","",""
"Pelotas de Croquet de Competición","pelotas-de-croquet-de-competicion","733","","For croquet players looking for a more lively ball in taller grass, the Competition balls fit your needs. This 16 ounce ball is regulation weight and regulation size (3-5/8"" diameter). The double milled surface helps the ball's trajectory through grass of varying heights. For games on manicured lawns, these balls are likely to be more lively than croquet players prefer. This trait however, makes them ideal for recreational players. These balls thrive in rougher conditions of backyard (garden) play.

<strong>COLORS</strong>
<ul>
 	<li>1st Color Solid (blue, red, black, yellow)</li>
 	<li>2nd Color Solid (green, pink, brown, white)</li>
</ul>","draft","26","2020-12-09 12:24:09","0","1","open","","no","no","","","instock","no","no","","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/pelotas-croquet-competicion-1st-color-solid.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/pelotas-croquet-competicion-2nd-color-solid.jpg","","","variable","","Croquet > Bolas","","","","","0","","","","Primer color|Segundo color","0|1|1","","","","","","","","","","","","",""
"Mazo The Brass Spot","mazo-the-brass-spot","750","","","draft","24","2020-12-09 18:14:01","0","1","open","","no","no","","","instock","no","no","","","1.25","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/05/mazo-avanzado-palo-rojo-resina-carbono.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/05/mazo-avanzado-palo-rojo-resina-carbono-bottom.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/05/mazo-avanzado-palo-rojo-resina-carbono-full.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/mazo-avanzado-bubinga-resina-carbono.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/mazo-avanzado-bubinga-resina-carbono-bottom.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/mazo-avanzado-bubinga-resina-carbono-full.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/mazo-clasico-haya-resina-aluminio.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/mazo-clasico-haya-resina-aluminio-bottom.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/mazo-clasico-haya-resina-aluminio-full.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/mazo-sapelly-laton-aluminio.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/mazo-sapelly-laton-aluminio-bottom.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/mazo-sapelly-laton-aluminio-full.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/Dimensiones-Mazo-The-Brass-Spot-scaled.jpg","","The Brass Spot","variable","","Croquet > Mazos","","","","","0","Madera de Bubinga y tapas de fibra de vidrio y latón|Madera de Haya/Iroko/Sapelly y tapas de Resina|Madera de Iroko/Sapelly/Haya y tapas de Latón|Material de Bubinga y tapa de Fibra Vidrio / Latón|Material de Haya y tapa de Resina Fenólica|Material de Palo Rojo y tapa de Fibra Vidrio / Latón|Material de Sapelly y tapa de Latón","0|1|1","","","","","280mm x 55mm|300mm x 55mm","2|1|1","","840mm (altura jugador -1,60m)|860mm (altura jugador entre 1,60m y 1,70m)|890mm (altura jugador entre 1,70m y 1,80m)|920mm (altura jugador entre 1,80m y 1,90m)|950mm (altura jugador  1,90m)","3|1|1","","Aluminio|Fibra de carbono","1|1|1","","","",""
"Trofeo juego de 4 bolas pequeñas","trofeo-juego-de-4-bolas-pequenas","952","","Trofeo Juego de 4 bolas pequeñas.","publish","53","2020-12-09 19:20:34","0","2","open","TBSTRO0003","no","no","","","instock","no","no","30","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/trofeo-juego-4-bolas-pequenas.jpg","","","simple","","Croquet > Trofeos","","","","","0","","","","","","","","","","","","","","","","","",""
"Jersey señora croquet","jersey-senora-croquet","1008","","100% Algodón","publish","12","2021-03-24 08:56:37","0","9","closed","RYSW002","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/03/jersey-de-senora-croquet-croquet-white.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/03/jersey-de-senora-croquet-croquet-white-back.jpg","","","variable","","Ropa > Jerseys","caballero|senora|unisex","","","","1","","","","White","0|1|1","white","","","","","","","","","","L|M","1|1|1",""
"Zapatillas de caballero Street Retro Ecco","zapatillas-de-caballero-street-retro-ecco","1016","","","publish","0","2021-04-28 10:51:32","0","1","open","","no","no","","","instock","no","no","","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-caballero-street-retro-ecco-150624-01002_main.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-caballero-street-retro-ecco-150624-01002_front.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-caballero-street-retro-ecco-150624-01002_outside.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-caballero-street-retro-ecco-150624-01002_inside.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-caballero-street-retro-ecco-150624-01002_heel.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-caballero-street-retro-ecco-150624-01002_top.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-caballero-street-retro-ecco-150624-01002_sole.jpg","","Ecco","variable","","Zapatillas","caballero","","","","0","","","","Bright White","0|1|1","","","","","","","","","","","39|40|41|42|43|44|45|46|47","1|1|1",""
"Zapatillas de caballero S-Three Ecco","zapatillas-de-caballero-s-three-ecco","1033","","","publish","0","2021-04-28 10:56:24","0","1","open","","no","no","","","instock","no","no","","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-caballero-s-three-ecco-102904-01007_main.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-caballero-s-three-ecco-102904-01007_outside.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-caballero-s-three-ecco-102904-01007_front.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-caballero-s-three-ecco-102904-01007_inside.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-caballero-s-three-ecco-102904-01007_heel.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-caballero-s-three-ecco-102904-01007_top.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-caballero-s-three-ecco-102904-01007_sole.jpg","","Ecco","variable","","Zapatillas","caballero","","","","0","","","","White","0|1|1","","","","","","","","","","","39|40|41|42|43|44|45|46|47","1|1|1",""
"Zapatillas de caballero Biom H4 Ecco","zapatillas-de-caballero-biom-h4-ecco","1050","","","publish","0","2021-04-28 11:01:31","0","1","open","","no","no","","","instock","no","no","","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-caballero-biom-h4-ecco-108204-01007_main.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-caballero-biom-h4-ecco-108204-01007_top.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-caballero-biom-h4-ecco-108204-01007_front.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-caballero-biom-h4-ecco-108204-01007_heel.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-caballero-biom-h4-ecco-108204-01007_inside.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-caballero-biom-h4-ecco-108204-01007_sole.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-caballero-biom-h4-ecco-108204-01007_outside.jpg","","Ecco","variable","","Zapatillas","caballero","","","","0","","","","White","0|1|1","","","","","","","","","","","39|40|41|42|43|44|45|46|47","1|1|1",""
"Zapatillas de señora Biom H4 Ecco","zapatillas-de-senora-biom-h4-ecco","1067","","","publish","0","2021-04-28 11:04:12","0","1","open","","no","no","","","instock","no","no","","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-senora-biom-h4-ecco-108203-01007_main.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-senora-biom-h4-ecco-108203-01007_top.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-senora-biom-h4-ecco-108203-01007_front.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-senora-biom-h4-ecco-108203-01007_heel.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-senora-biom-h4-ecco-108203-01007_inside.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-senora-biom-h4-ecco-108203-01007_outside.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-senora-biom-h4-ecco-108203-01007_sole.jpg","","Ecco","variable","","Zapatillas","senora","","","","0","","","","White","0|1|1","","","","","","","","","","","36|37|38|39|40|41|42","1|1|1",""
"Zapatillas de señora Tray Ecco","zapatillas-de-senora-tray-ecco","1082","","","publish","0","2021-04-28 11:11:05","0","1","open","","no","no","","","instock","no","no","","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-senora-tray-ecco-108303-01002_main.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-senora-tray-ecco-108303-01002_sole.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-senora-tray-ecco-108303-01002_top.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-senora-tray-ecco-108303-01002_front.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-senora-tray-ecco-108303-01002_heel.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-senora-tray-ecco-108303-01002_inside.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/zapatillas-de-senora-tray-ecco-108303-01002_outside.jpg","","Ecco","variable","","Zapatillas","senora","","","","0","","","","Bright White","0|1|1","","","","","","","","","","","36|37|38|39|40|41|42","1|1|1",""
"Tournament Wicket Hoop Set 6","tournament-wicket-hoop-set-6","1193","","","publish","0","2021-07-20 15:39:13","0","9","open","HOOP-5010","no","no","","","instock","no","no","370","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/07/Aro-Croquet-White.jpg","","","simple","","Accesorios","","","","","0","","","","","","","","","","","","","","","","","",""
"Mazo The Brass Spot Material de Haya, tapa de Resina Fenólica y mango de aluminio","mazo-the-brass-spot-material-de-haya-y-tapa-de-resina-fenolica","1211","","","publish","0","2021-08-10 16:22:31","0","10","open","","no","no","","","instock","no","no","","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/mazo-clasico-haya-resina-aluminio.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/mazo-clasico-haya-resina-aluminio-full.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/mazo-clasico-haya-resina-aluminio-bottom.jpg","","The Brass Spot","variable","","Croquet > Mazos","","","","","0","","","","","","","280mm x 55mm|300mm x 55mm","0|1|1","","840mm (altura jugador -1,60m)|860mm (altura jugador entre 1,60m y 1,70m)|890mm (altura jugador entre 1,70m y 1,80m)|920mm (altura jugador entre 1,80m y 1,90m)|950mm (altura jugador  1,90m)","2|1|1","","","","","","",""
"Mazo The Brass Spot Material de Sapelly, tapa de Latón y mango de aluminio","mazo-the-brass-spot-material-de-sapelly-tapa-de-laton-y-mango-de-aluminio","1213","","","publish","0","2021-08-10 16:31:41","0","10","open","","no","no","","","instock","no","no","425","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/mazo-sapelly-laton-aluminio.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/mazo-sapelly-laton-aluminio-full.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/04/mazo-sapelly-laton-aluminio-bottom.jpg","","The Brass Spot","variable","","Croquet > Mazos","","","","","0","","","","","","","280mm x 55mm|300mm x 55mm","0|1|1","","840mm (altura jugador -1,60m)|860mm (altura jugador entre 1,60m y 1,70m)|890mm (altura jugador entre 1,70m y 1,80m)|920mm (altura jugador entre 1,80m y 1,90m)|950mm (altura jugador  1,90m)","1|1|1","","","","","","",""
"Mazo The Brass Spot Material de Bubinga, tapa de Fibra Vidrio / Latón y mango de Fibra de Carbono","mazo-the-brass-spot-material-de-bubinga-tapa-de-fibra-vidrio-laton-y-mango-de-fibra-de-carbono","1215","","","publish","0","2021-08-10 16:55:11","0","10","open","","no","no","","","instock","no","no","","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/05/mazo-sapelly-laton-fibra-carbono.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/05/mazo-sapelly-laton-fibra-carbono-full.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/05/mazo-sapelly-laton-fibra-carbono-bottom.jpg","","The Brass Spot","variable","","Croquet > Mazos","","","","","0","","","","","","","280mm x 55mm|300mm x 55mm","0|1|1","","840mm (altura jugador -1,60m)|860mm (altura jugador entre 1,60m y 1,70m)|890mm (altura jugador entre 1,70m y 1,80m)|920mm (altura jugador entre 1,80m y 1,90m)|950mm (altura jugador  1,90m)","1|1|1","","","","","","",""
"Mazo The Brass Spot Material de Palo Rojo, tapa de Fibra Vidrio / Latón y mango de Fibra de Carbono","mazo-the-brass-spot-material-de-palo-rojo-tapa-de-fibra-vidrio-laton-y-mango-de-fibra-de-carbono","1218","","","publish","0","2021-08-10 17:06:09","0","10","open","","no","no","","","instock","no","no","","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/05/mazo-avanzado-palo-rojo-resina-carbono.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/05/mazo-avanzado-palo-rojo-resina-carbono-bottom.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/05/mazo-avanzado-palo-rojo-resina-carbono-full.jpg","","The Brass Spot","variable","","Croquet > Mazos","","","","","0","","","","","","","280mm x 55mm|300mm x 55mm","0|1|1","","840mm (altura jugador -1,60m)|860mm (altura jugador entre 1,60m y 1,70m)|890mm (altura jugador entre 1,70m y 1,80m)|920mm (altura jugador entre 1,80m y 1,90m)|950mm (altura jugador  1,90m)","1|1|1","","","","","","",""
"Winning Peg - Palo Corsario","","1222","","La base es un pasador de 3/8 ""que se extiende 10"" en el suelo para una base segura que es fácil de instalar y deja un agujero imperceptible detrás. El tamaño reglamentario es de 1-1 / 2 ""de diámetro X 18"" de alto. También cuenta con una extensión de clip negro extraíble.
<ul>
 	<li>
<div class=""gtx-body"">Estaca sintética que nunca se deteriora</div></li>
 	<li>Colores resistentes a la decoloración en calcomanías reemplazables</li>
 	<li>
<div class=""gtx-body"">Punta de tierra de 10 ""para una fácil inserción</div></li>
 	<li>Tamaño regulable</li>
 	<li>Colores primarios</li>
 	<li>
<div class=""gtx-body"">Colores secundarios disponibles bajo pedido</div></li>
</ul>","draft","0","2021-08-12 16:59:00","0","10","open","STAK-50100","no","no","","","instock","no","no","59","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/08/Palo-Blanco-Con-Colores.jpg","","Croquet","simple","","Accesorios","","","","","0","","","","","","","","","","","","","","","","","",""
"Set de banderas para esquinas","","1225","","¿Buscando banderines de esquina de buen aspecto para su césped de croquet? Estos son nuevos, mejorados y libres de óxido.

Las banderas de colores brillantes están hechas de nailon resistente a la decoloración y miden 10 ""X 10"". Tienen una funda de plástico integral cosida en el brazalete para un reemplazo sencillo. El manguito también evita que la bandera caiga por el asta de la bandera al tiempo que permite la rotación libre en cualquier dirección en la que sople el viento. El reemplazo es tan simple como desenroscar la bola de retención en la parte superior del poste, deslizar la bandera vieja y colocar una nueva.

Los bastones de la bandera son postes de fibra de vidrio blancos con un extremo puntiagudo para una fácil inserción en el suelo. Al ser de fibra de vidrio, nunca se oxidarán, nunca y necesitarán pintura.
<ul>
 	<li>Altura total: 24 ""</li>
 	<li>Tamaño de la bandera: 10 ""x 10""</li>
</ul>
&nbsp;","draft","0","2021-08-12 17:11:48","0","10","open","ACCE-10402","no","no","","","instock","no","no","82","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/08/Banderin-Croquet-Set.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/08/Poste-Banderin-Croquet.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/08/Banderin-Croquet-Amarillo.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/08/Banderin-Croquet-Azul.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/08/Banderin-Croquet-Negro.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/08/Banderin-Croquet-Roja.jpg","","Croquet","simple","","Accesorios","","","","","0","","","","","","","","","","","","","","","","","",""
"Cuerda delimitación de campo Croquet","","1232","","<div class=""gtx-body"">Un carrete de 120 metros de la más fina cuerda de nailon trenzado blanco de calibre 18. Es muy resistente a la humedad y a los rayos ultravioleta del sol y tiene la elasticidad suficiente para resistir las inevitables patadas de los jugadores de croquet</div>","draft","0","2021-08-12 17:18:08","0","10","open","ACCE-10100","no","no","","","instock","no","no","18","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/08/Cuerda-Fina-Blanca-Croquet.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/08/Cuerda-Fina-Blanca-Croquet-Tumbado.jpg","","Croquet","simple","","Accesorios","","","","","0","","","","","","","","","","","","","","","","","",""
"Chaqueta Croquet de agua para Caballero","chaqueta-croquet-de-agua-para-caballero","1242","","Tejido a prueba de viento y agua (coumna de agua de 3.000mm) con capa de PU y costuras selladas
Transpirable y permeable al vapor (3.000g/m² /24h)
Capucha en cuello
Ligeramente entallada
2 bolsillos ocultos con cremallera, bolsillo pectoral y bolsillo interior para teléfono móvil
Cordón elástico con topes en capucha y dobladillo
Cremallera en forro para bordados en la espalda
Tejido exterior: 100 % poliéster, 125 g/m²
Forro y relleno: 100 % poliéster
Incluye logo termosellado","publish","0","2021-09-17 12:02:22","0","10","open","JN1010","no","no","","","instock","no","no","56.90","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/09/unnamed-1.jpg","","JAMES&amp;NICHOLSON","variable","","Ropa > Chaquetas","","","","","5","","","","","","","","","","","","","","","","L|M|S|XL|XXL","0|1|1",""
"Chaqueta Croquet de agua para Señora","chaqueta-croquet-de-agua-para-senora","1251","","Tejido a prueba de viento y agua (coumna de agua de 3.000mm) con capa de PU y costuras selladas
Transpirable y permeable al vapor (3.000g/m² /24h)
Capucha en cuello
Ligeramente entallada
2 bolsillos ocultos con cremallera, bolsillo pectoral y bolsillo interior para teléfono móvil
Cordón elástico con topes en capucha y dobladillo
Cremallera en forro para bordados en la espalda
Tejido exterior: 100 % poliéster, 125 g/m²
Forro y relleno: 100 % poliéster
Incluye logo termosellado de la Federación Española de Croquet","publish","0","2021-09-17 12:22:27","0","10","open","JN1011","no","no","","","instock","no","no","","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/09/chaquetas-outer-jacket-mujer-con-texto-1.jpg","","JAMES&amp;NICHOLSON","variable","","Ropa > Chaquetas","","","","","2","","","","","","","","","","","","","","","","L|M|S|XL","0|1|1",""
"Croquet Drilite Pantalón de agua Unisex","croquet-drilite-pantalon-de-agua-unisex","1256","","Pantalón de poliéster de peso medio, ultra duradero de punto liso de color blanco brillante con una capa de vellón en relieve y un acabado en brillo.
Cinturilla elástica, bolsillos laterales, ventilaciones, leggins lisos con dobladillo ajustable con broche de presión. 
Modelo unisex. Largo ","publish","0","2021-09-17 16:44:13","0","10","open","","no","no","","","instock","no","no","","","","","","","taxable","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2021/09/Drilite-waterproof-trousers-teflon-coated-.jpg","","Emsmorn","variable","","Ropa > Pantalones","","","","","2","","","","","","","","","","","","","","","","L|M|S|XL|XXL","0|1|1",""
